id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T12713,Forest Ecology and Biodiversity Studies,"This cluster of papers focuses on saproxylic insect ecology, wood decomposition, and the sustainable management of forests. It explores the relationships between dead wood, forest management practices, and the biodiversity of saproxylic organisms such as beetles and fungi. The papers also investigate the role of coarse woody debris in ecosystem functioning and provide recommendations for biodiversity conservation based on habitat requirements and global meta-analyses.",364694,521147,domains/1,Life Sciences,fields/11,Agricultural and Biological Sciences,subfields/1109,Insect Science,Dead Wood; Forest Management; Saproxylic Beetles; Wood Decomposition; Biodiversity Conservation; Fungal Communities; Coarse Woody Debris; Ecosystem Functioning; Habitat Requirements; Global Meta-analysis,
T12552,Fetal and Pediatric Neurological Disorders,"This cluster of papers focuses on the development, disorders, and imaging techniques related to the fetal brain. It covers topics such as fetal MRI, cerebral and cerebellar development, corpus callosum agenesis, prenatal diagnosis of brain abnormalities, neuroimaging methods, genetic classification of malformations, and conditions like ventriculomegaly and pontocerebellar hypoplasia.",364276,349778,domains/4,Health Sciences,fields/27,Medicine,subfields/2735,"Pediatrics, Perinatology and Child Health",Fetal MRI; Cerebral Development; Neurosonography; Corpus Callosum Agenesis; Cerebellar Malformations; Prenatal Diagnosis; Neuroimaging; Genetic Classification; Ventriculomegaly; Pontocerebellar Hypoplasia,
T13167,"Historical, Literary, and Cultural Studies","This cluster of papers encompasses a wide range of topics related to medieval and early modern studies, including medieval literature, cultural history, religious practices, narrative fiction, humanities, literary discourse, social dynamics, intellectual history, and historical narratives.",361388,201001,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1205,Classics,Medieval Literature; Cultural History; Religious Practices; Narrative Fiction; Humanities; Literary Discourse; Middle Ages; Historical Narratives; Social Dynamics; Intellectual History,
T13459,Public Administration and Political Analysis,"This cluster of papers explores various aspects of political governance, leadership, and public administration in modern societies. It covers topics such as participatory democracy, policy change, digitalization, crisis management, and the complexities of governing complex socio-economic systems.",360399,215971,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3320,Political Science and International Relations,Governance; Leadership; Participation; Policy Change; Digitalization; Complex Systems; Public Administration; Direct Democracy; Crisis Management; Innovation,
T12826,Education Methods and Technologies,"This cluster of papers explores the concept of competence in education and training, covering topics such as teaching and learning methods, teacher education, e-learning, qualitative content analysis, and the impact of digital technologies on education. It also delves into the evaluation and improvement of educational quality, as well as the development of curricula to enhance learning outcomes.",360141,130003,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3304,Education,Competence; Education; Learning; Teaching; Qualitative Inhaltsanalyse; E-Learning; Teacher Education; Didactics; Digital Learning; Curriculum,
T11312,Soil Moisture and Remote Sensing,"This cluster of papers focuses on the remote sensing of soil moisture using satellite observations, data assimilation techniques, and hydrological modeling. It explores the spatial variability, temporal dynamics, and validation of soil moisture measurements at global scales. The research aims to improve our understanding of soil moisture patterns and their implications for water resource management.",356484,688692,domains/3,Physical Sciences,fields/23,Environmental Science,subfields/2305,Environmental Engineering,Remote Sensing; Soil Moisture; Satellite Observations; Data Assimilation; Hydrological Modeling; Global Monitoring; Microwave Retrieval; Spatial Variability; Temporal Dynamics; Validation,
T13710,European and International Law Studies,"This cluster of papers explores the concept of judicial review, particularly within the context of European legal systems, with a focus on constitutionalism, the European Convention on Human Rights (ECHR), democracy, and the influence of the EFTA Court. It delves into the dynamics of legal culture and the integration of Nordic countries into the EU, emphasizing human rights and the role of courts in upholding them.",354662,460302,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3320,Political Science and International Relations,Judicial Review; European Legal Systems; Constitutionalism; ECHR; Democracy; Nordic Countries; EU Integration; Legal Culture; Human Rights; EFTA Court,
T13297,History and advancements in chemistry,"This cluster of papers focuses on the application of partially ordered sets in chemistry research, particularly in the context of ranking chemical substances, multi-criteria analysis, and sustainable development goals. It explores topics such as the periodic table, quantitative superstructure/activity relationships, environmental health, and decision support systems.",354238,1592255,domains/3,Physical Sciences,fields/16,Chemistry,subfields/1606,Physical and Theoretical Chemistry,Partially Ordered Sets; Periodic Table; Chemical Substances; Multi-Criteria Analysis; Environmental Health; Quantitative Superstructure/Activity Relationships; Sustainable Development Goals; Decision Support; Lanthanides; QSAR,
T13641,Historical Studies and Socio-cultural Analysis,"This cluster of papers covers a wide range of topics related to the history of science and technology, including scientific institutions, technological development, innovation, intellectual exchange, and the cultural impact of scientific advancements. It explores historical narratives, cross-disciplinary studies, and the transmission of knowledge on a global scale.",349541,352047,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1207,History and Philosophy of Science,Scientific History; Technological Development; Innovation; Intellectual Exchange; Cultural Impact; Global Perspectives; Scientific Institutions; Historical Narratives; Cross-disciplinary Studies; Knowledge Transmission,
T12797,History of Computing Technologies,"This cluster of papers covers a wide range of topics related to the history of computing and information technology, including the development of the internet, evolution of software and artificial intelligence, impact on industries, societal changes, and the role of key individuals and organizations. It explores the historical, social, and technological aspects of computing from its early origins to contemporary advancements.",346378,169979,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1706,Computer Science Applications,History; Computing; Information Technology; Internet; Digital; Innovation; Networks; Software; Artificial Intelligence; Communication,
T12836,History and Developments in Astronomy,"This cluster of papers covers the historical development and impact of astronomy, with a focus on radio astronomy, transits of Venus, high-resolution imaging, spectroscopy, solar observations, early astronomical instruments, scientific expeditions, astronomical discoveries, cultural impact, and historical figures in the field. It provides insights into the evolution of astronomical techniques and their influence on society and scientific progress.",346372,404430,domains/3,Physical Sciences,fields/31,Physics and Astronomy,subfields/3103,Astronomy and Astrophysics,Radio Astronomy; Transits of Venus; High-Resolution Imaging; Spectroscopy; Solar Observations; Early Astronomical Instruments; Scientific Expeditions; Astronomical Discoveries; Cultural Impact; Historical Figures,
